image,objects_detected,label
data/train/images/2010_000036.jpg,"[[6, 0.9998903, 31, 93, 420, 219]]","[[6, 1, 33, 93, 417, 225]]"
data/train/images/2010_000043.jpg,"[[6, 0.9896879, 42, 202, 461, 125], [7, 0.9976585, 132, 104, 267, 150]]","[[7, 1, 125, 101, 282, 150], [6, 1, 59, 192, 441, 141]]"
data/train/images/2010_000082.jpg,"[[11, 0.99972475, 78, 28, 324, 331]]","[[11, 1, 66, 21, 344, 328]]"
data/train/images/2010_000091.jpg,"[[0, 0.9986445, 174, 136, 116, 91]]","[[0, 1, 167, 132, 121, 97]]"
data/train/images/2010_000151.jpg,"[[2, 0.99886656, 101, 236, 127, 138]]","[[2, 1, 96, 235, 140, 141]]"
data/train/images/2010_000160.jpg,"[[6, 0.99991393, -5, 16, 517, 366], [6, 0.9903273, 5, 23, 153, 187]]","[[6, 1, 17, 24, 465, 344], [6, 1, 1, 31, 149, 109]]"
data/train/images/2010_000189.jpg,"[[16, 0.9822307, 74, 17, 353, 393]]","[[16, 1, 102, 27, 316, 368]]"
data/train/images/2010_000270.jpg,"[[0, 0.9999682, 26, 27, 428, 271]]","[[0, 1, 16, 22, 449, 277]]"
data/train/images/2010_000273.jpg,"[[12, 0.9985284, 180, 110, 124, 125]]","[[12, 1, 180, 104, 125, 131]]"
data/train/images/2010_000307.jpg,"[[16, 0.99591917, 220, 62, 161, 149], [16, 0.99816084, 65, 125, 302, 116]]","[[16, 1, 208, 59, 182, 166], [16, 1, 66, 114, 314, 135]]"
data/train/images/2010_000377.jpg,"[[14, 0.99920905, 6, 10, 279, 369]]","[[14, 1, 1, 9, 294, 353]]"
data/train/images/2010_000415.jpg,"[[14, 0.9661977, 378, -1, 119, 97], [11, 0.99915916, 201, 82, 186, 255], [11, 0.99821925, 0, 157, 240, 179]]","[[11, 1, 1, 159, 240, 172], [11, 1, 210, 87, 174, 245], [14, 1, 385, 1, 115, 101]]"
data/train/images/2010_000419.jpg,"[[14, 0.8704426, 2, 0, 211, 327], [14, 0.98299885, 262, 4, 230, 305], [10, 0.959789, -30, 278, 545, 53], [14, 0.9971565, 170, 121, 206, 185]]","[[10, 1, 2, 274, 498, 59], [14, 1, 1, 1, 217, 332], [14, 1, 173, 121, 204, 191], [14, 1, 256, 13, 244, 299]]"
data/train/images/2010_000444.jpg,"[[1, 0.9916884, 67, 156, 217, 153], [5, 0.6550389, 357, 103, 20, 20], [6, 0.91826224, 263, 118, 22, 15], [6, 0.7920932, 272, 118, 24, 16], [6, 0.97281605, 283, 118, 20, 16], [6, 0.9776614, 310, 119, 18, 12], [6, 0.99145705, 329, 117, 21, 13], [6, 0.8979847, 342, 117, 18, 13], [6, 0.9578131, 352, 116, 19, 13], [6, 0.7344887, 356, 113, 21, 14], [6, 0.9741005, 387, 113, 17, 14], [6, 0.9878119, 404, 114, 32, 19], [6, 0.65563166, 419, 112, 35, 21], [6, 0.8859339, 443, 114, 24, 18], [6, 0.9802469, 464, 115, 18, 15], [6, 0.58154535, 476, 111, 20, 21], [6, 0.5820637, 491, 104, 7, 33], [6, 0.9780295, 245, 123, 20, 12], [6, 0.85417694, 293, 123, 17, 12], [6, 0.57733536, 303, 123, 19, 11], [14, 0.9013617, 4, 106, 58, 94], [14, 0.99962795, 130, 107, 59, 184]]","[[1, 1, 73, 163, 206, 143], [14, 1, 135, 110, 50, 171], [14, 1, 15, 124, 47, 75], [6, 1, 412, 120, 26, 12], [6, 1, 454, 120, 28, 11], [6, 1, 389, 120, 17, 12], [6, 1, 355, 119, 23, 13], [6, 1, 331, 119, 24, 14], [6, 1, 284, 121, 24, 13], [6, 1, 265, 121, 18, 14], [6, 1, 309, 122, 21, 13], [6, 1, 243, 122, 21, 12]]"
data/train/images/2010_000475.jpg,"[[11, 0.99836755, 15, 5, 361, 286], [11, 0.91674745, 226, 0, 253, 270]]","[[11, 1, 231, 4, 250, 278], [11, 1, 4, 7, 344, 273]]"
data/train/images/2010_000483.jpg,"[[16, 0.99637383, 308, 153, 41, 17], [16, 0.9923589, 199, 156, 45, 55], [16, 0.9865155, 367, 167, 50, 64], [16, 0.9809866, 226, 194, 90, 75], [16, 0.9918464, 187, 209, 53, 57]]","[[16, 1, 367, 166, 53, 67], [16, 1, 216, 195, 106, 76], [16, 1, 198, 156, 45, 59], [16, 1, 187, 215, 50, 53], [16, 1, 309, 153, 40, 18]]"
data/train/images/2010_000495.jpg,"[[13, 0.99992645, 2, 36, 489, 284]]","[[13, 1, 13, 32, 469, 296]]"
data/train/images/2010_000549.jpg,"[[0, 0.99946105, 178, 105, 213, 109], [0, 0.98276544, 60, 72, 105, 39], [0, 0.9983133, 233, 225, 92, 42]]","[[0, 1, 181, 110, 210, 95], [0, 1, 232, 229, 90, 36], [0, 1, 57, 75, 115, 37]]"
data/train/images/2010_000574.jpg,"[[14, 0.99979496, -5, -10, 301, 333], [11, 0.98377824, 165, 97, 235, 244]]","[[11, 1, 173, 102, 239, 232], [14, 1, 1, 1, 251, 289]]"
data/train/images/2010_000578.jpg,"[[14, 0.99838734, 66, 99, 242, 265], [19, 0.9932065, 2, 133, 75, 113], [8, 0.53772444, 67, 241, 30, 111]]","[[8, 1, 69, 246, 28, 85], [19, 1, 1, 128, 77, 130], [19, 1, 299, 193, 130, 182], [14, 1, 75, 103, 226, 262]]"
data/train/images/2010_000586.jpg,"[[7, 0.99900174, 10, 83, 485, 288]]","[[7, 1, 13, 79, 487, 296]]"
data/train/images/2010_000685.jpg,"[[1, 0.9993138, 88, 52, 370, 289]]","[[1, 1, 89, 47, 367, 292]]"
data/train/images/2010_000687.jpg,"[[7, 0.9726565, 137, 62, 335, 188], [7, 0.72844, 4, 26, 127, 86], [11, 0.58347166, -1, 25, 114, 118]]","[[7, 1, 145, 62, 334, 192], [7, 1, 67, 11, 65, 31], [7, 1, 1, 26, 130, 87]]"
data/train/images/2010_000688.jpg,"[[14, 0.99592686, 100, 208, 35, 67], [13, 0.9738084, 70, 235, 61, 49], [13, 0.5204711, 105, 229, 27, 58], [13, 0.98118746, 21, 239, 50, 57]]","[[13, 1, 27, 240, 46, 59], [13, 1, 77, 241, 49, 48], [14, 1, 104, 210, 29, 73]]"
data/train/images/2010_000747.jpg,"[[1, 0.9949622, 0, 136, 203, 177]]","[[1, 1, 5, 133, 200, 179]]"
data/train/images/2010_000782.jpg,"[[10, 0.99997354, 9, 201, 520, 169], [8, 0.99906343, 78, 107, 103, 107], [8, 0.9977931, 239, 140, 106, 80], [8, 0.99880105, 351, 174, 124, 92], [4, 0.5318303, 8, 28, 34, 23], [4, 0.9855952, 0, 78, 48, 23], [4, 0.99453855, 1, 82, 25, 22], [4, 0.903781, 0, 133, 7, 39], [4, 0.75079715, 2, 138, 20, 27], [4, 0.9869625, 8, 135, 35, 33], [8, 0.64208466, 474, 206, 27, 124], [8, 0.8474784, 486, 219, 14, 99], [8, 0.96668816, 1, 232, 27, 130]]","[[8, 1, 1, 247, 35, 128], [4, 1, 1, 80, 48, 24], [4, 1, 4, 136, 44, 27], [8, 1, 75, 110, 105, 107], [8, 1, 240, 145, 110, 75], [8, 1, 351, 178, 128, 98], [10, 1, 27, 193, 473, 182]]"
data/train/images/2010_000829.jpg,"[[1, 0.99985623, 12, 26, 492, 323], [1, 0.9420493, 2, 66, 82, 61]]","[[1, 1, 32, 14, 464, 343], [13, 1, 4, 83, 76, 47]]"
data/train/images/2010_000855.jpg,"[[5, 0.9666127, 156, 20, 217, 296], [5, 0.99730945, 2, 112, 155, 177], [14, 0.8237306, 424, 196, 12, 40], [5, 0.95877296, 438, 78, 58, 270], [14, 0.97953373, 427, 198, 16, 42]]","[[5, 1, 150, 14, 228, 305], [5, 1, 1, 131, 154, 172], [5, 1, 443, 108, 57, 217], [5, 1, 1, 103, 147, 57], [14, 1, 424, 198, 20, 43]]"
data/train/images/2010_000875.jpg,"[[7, 0.9996962, 166, 94, 159, 240]]","[[7, 1, 165, 101, 161, 224]]"
data/train/images/2010_000883.jpg,"[[14, 0.99736154, 38, 35, 399, 445], [11, 0.9326306, 43, 277, 428, 188]]","[[11, 1, 93, 269, 407, 199], [14, 1, 42, 40, 355, 428]]"
data/train/images/2010_000908.jpg,"[[6, 0.9900516, 109, 117, 273, 212]]","[[6, 1, 108, 115, 264, 215], [14, 1, 275, 143, 122, 44]]"
data/train/images/2010_000914.jpg,"[[7, 0.99694884, 56, 37, 237, 447]]","[[7, 1, 26, 58, 251, 441]]"
data/train/images/2010_000944.jpg,"[[14, 0.99842167, 65, 93, 266, 287], [19, 0.9967038, 221, 96, 121, 124], [8, 0.9988292, 89, 313, 219, 63], [4, 0.81397057, 29, 200, 15, 18], [4, 0.6881497, 25, 200, 23, 60], [4, 0.9934334, 387, 193, 21, 69], [4, 0.9929803, 109, 199, 20, 75]]","[[8, 1, 68, 312, 253, 63], [19, 1, 218, 105, 133, 116], [4, 1, 386, 195, 25, 72], [4, 1, 111, 199, 21, 73], [4, 1, 147, 233, 42, 15], [4, 1, 8, 200, 35, 39], [4, 1, 96, 199, 22, 18], [14, 1, 23, 86, 319, 289]]"
data/train/images/2010_000948.jpg,"[[7, 0.9976496, -5, 7, 262, 194], [7, 0.9887124, 328, 49, 161, 156], [7, 0.99640703, 208, 75, 130, 134]]","[[7, 1, 1, 10, 257, 186], [7, 1, 198, 75, 140, 134], [7, 1, 324, 57, 175, 155]]"
data/train/images/2010_000979.jpg,"[[3, 0.5333665, 62, 440, 29, 16], [3, 0.6808874, 356, 438, 19, 11], [3, 0.99722344, 189, 448, 68, 18]]","[[3, 1, 191, 446, 66, 20]]"
data/train/images/2010_001017.jpg,"[[0, 0.99975735, 102, 136, 235, 165]]","[[0, 1, 114, 130, 228, 176]]"
data/train/images/2010_001074.jpg,"[[11, 0.9996259, 209, 38, 141, 154], [11, 0.99411654, 45, 86, 134, 120]]","[[11, 1, 46, 81, 137, 135], [11, 1, 210, 37, 140, 155]]"
data/train/images/2010_001104.jpg,"[[18, 0.99945295, 9, 255, 215, 86]]","[[18, 1, 6, 254, 220, 85]]"
data/train/images/2010_001106.jpg,"[[14, 0.82826084, 434, 2, 67, 112], [14, 0.98736066, 348, 1, 101, 153]]","[[14, 1, 344, 1, 104, 151]]"
data/train/images/2010_001154.jpg,"[[17, 0.9378118, 80, 17, 413, 361], [11, 0.98755085, 66, 51, 320, 314]]","[[11, 1, 84, 13, 309, 362]]"
data/train/images/2010_001205.jpg,"[[0, 0.99978924, 137, 64, 138, 122]]","[[0, 1, 135, 64, 141, 127]]"
data/train/images/2010_001237.jpg,"[[11, 0.9999238, 0, 12, 370, 304]]","[[11, 1, 1, 20, 366, 302]]"
data/train/images/2010_001247.jpg,"[[2, 0.77148277, 181, 170, 67, 58]]","[[7, 1, 170, 32, 70, 76], [7, 1, 200, 69, 73, 92], [7, 1, 167, 100, 63, 95], [7, 1, 165, 163, 81, 83]]"
data/train/images/2010_001271.jpg,"[[10, 0.99706227, 201, 206, 158, 137], [8, 0.7980265, 188, 189, 57, 80], [8, 0.8684788, 276, 196, 53, 125], [8, 0.9872719, 299, 185, 62, 148], [8, 0.97944367, 182, 193, 70, 154], [8, 0.98025215, 241, 195, 66, 146]]","[[10, 1, 194, 202, 176, 152], [8, 1, 238, 210, 88, 154], [8, 1, 287, 199, 81, 138], [8, 1, 182, 203, 82, 139], [8, 1, 279, 196, 64, 124], [8, 1, 187, 198, 68, 58]]"
data/train/images/2010_001277.jpg,"[[17, 0.9987534, 10, 160, 296, 153], [8, 0.95139337, 25, 286, 353, 89], [19, 0.99690086, 466, 120, 35, 101]]","[[17, 1, 17, 164, 287, 143], [8, 1, 33, 289, 337, 86], [19, 1, 468, 109, 32, 107]]"
data/train/images/2010_001327.jpg,"[[17, 0.99560905, 30, 23, 457, 347]]","[[17, 1, 32, 34, 468, 340]]"
data/train/images/2010_001372.jpg,"[[2, 0.99868983, 110, 132, 292, 79]]","[[2, 1, 116, 133, 279, 76]]"
data/train/images/2010_001374.jpg,"[[18, 0.9963237, 8, 222, 503, 115]]","[[18, 1, 1, 237, 499, 99]]"
data/train/images/2010_001383.jpg,"[[13, 0.99997425, 20, 46, 498, 322]]","[[13, 1, 1, 1, 499, 374]]"
data/train/images/2010_001421.jpg,"[[11, 0.9948235, 118, 52, 340, 345]]","[[11, 1, 117, 52, 346, 340]]"
data/train/images/2010_001426.jpg,"[[0, 0.9999182, 26, 44, 453, 179]]","[[0, 1, 28, 47, 452, 187]]"
data/train/images/2010_001449.jpg,"[[6, 0.9998201, 0, 119, 390, 237], [14, 0.994808, 193, 142, 62, 59]]","[[6, 1, 2, 119, 389, 235], [14, 1, 202, 138, 55, 64]]"
data/train/images/2010_001458.jpg,"[[5, 0.9994072, 67, 50, 387, 262], [5, 0.5500719, 0, 152, 6, 96], [5, 0.9972343, 0, 154, 67, 107], [14, 0.88696957, 324, 208, 16, 26], [14, 0.9985706, 447, 221, 22, 68], [14, 0.99666166, 468, 229, 19, 51]]","[[5, 1, 63, 67, 390, 251], [5, 1, 1, 162, 72, 86], [14, 1, 455, 223, 15, 65], [14, 1, 469, 231, 20, 51]]"
data/train/images/2010_001463.jpg,"[[4, 0.9958795, 208, 107, 105, 352]]","[[4, 1, 210, 120, 104, 344]]"
data/train/images/2010_001529.jpg,"[[11, 0.9829004, 6, 46, 211, 428]]","[[11, 1, 3, 44, 256, 429]]"
data/train/images/2010_001539.jpg,"[[18, 0.9993252, -6, 22, 521, 267]]","[[18, 1, 1, 28, 499, 281]]"
data/train/images/2010_001619.jpg,"[[14, 0.999258, 150, 178, 49, 142], [14, 0.90725607, 227, 185, 39, 133], [14, 0.99936736, 292, 182, 53, 143], [14, 0.9998385, 424, 162, 66, 197], [14, 0.9991316, 0, 167, 52, 209], [14, 0.99906385, 191, 176, 65, 203], [14, 0.9995385, 77, 201, 83, 177], [4, 0.58398193, 245, 299, 12, 21]]","[[14, 1, 1, 177, 54, 191], [14, 1, 147, 179, 57, 141], [14, 1, 78, 207, 73, 167], [14, 1, 233, 187, 32, 136], [14, 1, 291, 184, 55, 144], [14, 1, 192, 181, 75, 196], [14, 1, 419, 146, 69, 216]]"
data/train/images/2010_001633.jpg,"[[11, 0.9958592, 16, 11, 459, 344]]","[[11, 1, 19, 1, 453, 374]]"
data/train/images/2010_001689.jpg,"[[14, 0.99936765, -12, 7, 524, 306], [11, 0.9912231, 26, 117, 360, 234]]","[[11, 1, 26, 60, 361, 297], [14, 1, 1, 1, 499, 346]]"
data/train/images/2010_001734.jpg,"[[18, 0.99328285, 190, 179, 144, 143], [6, 0.9758523, 61, 276, 21, 12], [6, 0.8146519, 71, 276, 15, 12], [6, 0.904068, 55, 278, 19, 11], [6, 0.69519496, 350, 280, 36, 12], [6, 0.6024719, 0, 283, 8, 25], [14, 0.99906063, 134, 268, 23, 64], [6, 0.5742193, 342, 299, 53, 19], [14, 0.9951461, 1, 274, 40, 101]]","[[18, 1, 188, 161, 148, 161], [14, 1, 135, 269, 22, 61], [14, 1, 3, 274, 41, 101], [6, 1, 347, 280, 37, 12], [6, 1, 55, 278, 22, 13], [6, 1, 77, 281, 14, 9]]"
data/train/images/2010_001788.jpg,"[[18, 0.9997842, 207, 87, 191, 182]]","[[18, 1, 207, 96, 194, 169]]"
data/train/images/2010_001856.jpg,"[[12, 0.9632939, -6, 66, 151, 265], [14, 0.9991437, 195, 80, 156, 277], [14, 0.991191, 381, 30, 112, 173], [14, 0.97769135, 351, 107, 75, 108]]","[[12, 1, 1, 80, 164, 261], [14, 1, 201, 78, 154, 287], [14, 1, 386, 43, 108, 163], [14, 1, 349, 103, 66, 115]]"
data/train/images/2010_001857.jpg,"[[14, 0.9981663, 60, 77, 251, 395]]","[[8, 1, 57, 210, 201, 204], [14, 1, 63, 71, 267, 405]]"
data/train/images/2010_001870.jpg,"[[14, 0.99494094, 62, 72, 240, 302]]","[[14, 1, 110, 72, 215, 303], [14, 1, 57, 73, 433, 254]]"
data/train/images/2010_001931.jpg,"[[0, 0.99978894, 9, 55, 494, 207]]","[[0, 1, 2, 59, 492, 206]]"
data/train/images/2010_001951.jpg,"[[18, 0.99969655, 74, 101, 320, 161], [14, 0.99620783, 407, 167, 24, 67]]","[[14, 1, 403, 166, 30, 71], [18, 1, 80, 111, 317, 147]]"
data/train/images/2010_001966.jpg,"[[6, 0.50126815, 85, 243, 10, 12], [6, 0.92238456, 91, 245, 9, 14], [6, 0.88128614, 104, 248, 6, 8], [6, 0.8960261, 109, 248, 7, 7], [14, 0.6605724, 124, 248, 4, 7], [14, 0.8353274, 131, 247, 4, 8], [6, 0.9979075, 56, 245, 39, 29], [14, 0.99763757, 144, 237, 15, 37], [14, 0.9976261, 166, 240, 10, 32], [14, 0.97066045, 277, 258, 8, 16], [14, 0.894183, 284, 259, 8, 14], [14, 0.9900184, 342, 256, 15, 24]]","[[6, 1, 58, 245, 38, 30], [14, 1, 145, 239, 17, 34], [14, 1, 165, 241, 14, 32], [14, 1, 344, 258, 14, 25], [14, 1, 278, 259, 8, 20], [14, 1, 286, 262, 7, 17], [6, 1, 83, 244, 19, 21], [6, 1, 98, 250, 9, 8], [6, 1, 108, 248, 9, 8], [14, 1, 127, 249, 2, 7], [14, 1, 130, 250, 3, 6], [6, 1, 122, 250, 6, 5]]"
data/train/images/2010_002020.jpg,"[[11, 0.9972859, 1, 20, 329, 499], [14, 0.83289164, 213, 4, 163, 351]]","[[11, 1, 1, 26, 345, 474]]"
data/train/images/2010_002032.jpg,"[[8, 0.98913854, 60, 198, 98, 135], [10, 0.99754953, 65, 202, 267, 137], [8, 0.7538393, 209, 191, 65, 18], [8, 0.6560238, 70, 197, 81, 68], [8, 0.9293933, 145, 195, 62, 124], [8, 0.80627656, 272, 204, 84, 124], [8, 0.99942416, 210, 215, 67, 127], [8, 0.7203021, 0, 299, 70, 76]]","[[8, 1, 278, 203, 78, 122], [8, 1, 209, 222, 71, 120], [8, 1, 63, 205, 90, 121], [8, 1, 148, 197, 58, 115], [8, 1, 218, 194, 53, 121], [10, 1, 86, 202, 230, 135]]"
data/train/images/2010_002124.jpg,"[[16, 0.99960625, -13, 38, 452, 298], [16, 0.89703, 249, 155, 183, 187]]","[[16, 1, 2, 36, 436, 297], [16, 1, 270, 155, 157, 178]]"
data/train/images/2010_002279.jpg,"[[6, 0.999954, 0, -6, 448, 264]]","[[6, 1, 1, 1, 445, 239]]"
data/train/images/2010_002299.jpg,"[[11, 0.98859143, -1, 40, 480, 339]]","[[11, 1, 1, 36, 438, 339]]"
data/train/images/2010_002370.jpg,"[[8, 0.9673973, 182, 187, 109, 92], [8, 0.99954855, 164, 230, 157, 129], [8, 0.9986732, 9, 165, 64, 69], [8, 0.9951841, 117, 165, 78, 71], [8, 0.5231089, 202, 175, 79, 74]]","[[8, 1, 170, 224, 155, 151], [8, 1, 184, 191, 109, 129], [8, 1, 201, 172, 81, 77], [8, 1, 122, 163, 66, 75], [8, 1, 8, 162, 67, 74]]"
data/train/images/2010_002402.jpg,"[[8, 0.9386985, 316, 242, 107, 156], [19, 0.99494106, 336, 157, 73, 68], [11, 0.79398054, 110, 251, 90, 59]]","[[11, 1, 116, 259, 88, 49], [19, 1, 343, 161, 66, 62], [11, 1, 108, 249, 92, 30]]"
data/train/images/2010_002413.jpg,"[[5, 0.99962753, 109, 96, 214, 153], [5, 0.9994798, 375, 126, 124, 95], [5, 0.953979, 4, 110, 39, 71], [5, 0.94190437, 42, 131, 61, 32], [5, 0.6838127, 63, 139, 50, 27], [5, 0.8524929, 291, 136, 43, 41], [5, 0.7302433, 266, 143, 53, 39], [5, 0.9161229, 310, 144, 28, 35]]","[[5, 1, 380, 127, 120, 97], [5, 1, 273, 137, 66, 42], [5, 1, 106, 96, 214, 154], [5, 1, 4, 118, 35, 56], [5, 1, 60, 140, 47, 27], [5, 1, 49, 132, 58, 31]]"
data/train/images/2010_002472.jpg,"[[7, 0.99992776, 199, 106, 196, 189]]","[[7, 1, 209, 112, 162, 181]]"
data/train/images/2010_002537.jpg,"[[10, 0.99640334, 3, 230, 494, 66], [15, 0.9956517, 48, 18, 102, 193], [15, 0.99698824, 313, 38, 55, 174], [15, 0.9988253, 265, 76, 56, 132]]","[[15, 1, 50, 15, 92, 235], [15, 1, 54, 54, 94, 136], [15, 1, 264, 86, 61, 122], [15, 1, 310, 49, 58, 160], [10, 1, 1, 231, 499, 66]]"
data/train/images/2010_002569.jpg,"[[2, 0.9751183, 154, 122, 108, 115]]","[[2, 1, 158, 123, 101, 126]]"
data/train/images/2010_002597.jpg,"[[14, 0.9994885, 33, 51, 200, 429], [14, 0.95619273, 0, 171, 30, 53]]","[[14, 1, 38, 62, 204, 417], [14, 1, 2, 169, 27, 54]]"
data/train/images/2010_002691.jpg,"[[12, 0.9978696, 0, 61, 434, 293]]","[[12, 1, 1, 44, 444, 323]]"
data/train/images/2010_002702.jpg,"[[6, 0.6633725, 35, 217, 54, 45], [14, 0.6678345, 121, 221, 14, 39], [6, 0.644154, 0, 227, 13, 45], [6, 0.98948854, -1, 228, 33, 43], [14, 0.99964553, 141, 173, 106, 192]]","[[14, 1, 141, 167, 112, 207], [3, 1, 77, 73, 410, 174], [6, 1, 36, 209, 68, 55], [6, 1, 1, 231, 34, 42]]"
data/train/images/2010_002723.jpg,"[[19, 0.71742684, 53, -2, 447, 137], [7, 0.9981637, 25, 48, 277, 268], [7, 0.99946594, 300, 20, 193, 225]]","[[7, 1, 297, 18, 203, 223], [7, 1, 24, 57, 278, 256]]"
data/train/images/2010_002790.jpg,"[[6, 0.99827534, 45, 61, 361, 280], [6, 0.9986138, 250, 74, 252, 183], [6, 0.9497751, -3, 154, 71, 211]]","[[6, 1, 249, 66, 251, 197], [6, 1, 52, 55, 354, 285], [6, 1, 1, 162, 68, 213]]"
data/train/images/2010_002794.jpg,"[[11, 0.984406, 76, 39, 263, 324], [11, 0.9984269, 11, 210, 193, 165]]","[[11, 1, 69, 35, 267, 340], [11, 1, 1, 210, 207, 165]]"
data/train/images/2010_002843.jpg,"[[19, 0.9996529, 338, 8, 154, 221], [4, 0.90675867, 234, 216, 102, 118], [14, 0.98303235, 123, 312, 223, 63]]","[[19, 1, 330, 2, 170, 211], [4, 1, 241, 203, 110, 172], [14, 1, 108, 309, 236, 66]]"
data/train/images/2010_002851.jpg,"[[18, 0.99999094, 24, 135, 469, 199], [14, 0.8039913, 340, 184, 16, 33], [14, 0.54311866, 469, 236, 8, 11], [14, 0.9717732, 467, 236, 12, 28], [14, 0.9909429, 0, 249, 12, 43], [14, 0.9922255, 11, 251, 11, 36], [14, 0.53611463, 8, 258, 10, 35]]","[[18, 1, 23, 131, 465, 210], [14, 1, 1, 251, 12, 44], [14, 1, 13, 250, 12, 36], [14, 1, 468, 237, 9, 17]]"
data/train/images/2010_002860.jpg,"[[14, 0.99653083, 12, 75, 515, 298], [17, 0.95020896, -5, 132, 512, 247]]","[[14, 1, 1, 83, 499, 290], [17, 1, 1, 141, 499, 232]]"
data/train/images/2010_002865.jpg,"[[6, 0.99527985, 391, 132, 107, 81], [14, 0.99902326, 159, 117, 163, 194], [6, 0.97416544, 141, 157, 12, 7], [6, 0.98360884, 157, 158, 23, 13], [6, 0.9913135, 406, 160, 95, 200]]","[[6, 1, 385, 138, 115, 72], [6, 1, 409, 171, 91, 204], [6, 1, 160, 156, 23, 16], [6, 1, 141, 156, 13, 10], [14, 1, 164, 116, 144, 203]]"
data/train/images/2010_002931.jpg,"[[14, 0.9972021, -3, 73, 313, 411], [4, 0.9918175, 102, 92, 62, 304]]","[[14, 1, 1, 80, 307, 420], [4, 1, 106, 132, 62, 238]]"
data/train/images/2010_002948.jpg,"[[12, 0.9951948, 78, 58, 433, 313], [6, 0.9993316, -1, 131, 198, 244], [12, 0.60329884, 62, 145, 58, 55], [12, 0.7347871, 78, 140, 65, 67]]","[[12, 1, 106, 52, 393, 323], [12, 1, 94, 159, 153, 145], [12, 1, 56, 150, 67, 62], [6, 1, 1, 133, 193, 242]]"
data/train/images/2010_003011.jpg,"[[9, 0.9997392, -21, 48, 521, 304]]","[[9, 1, 1, 34, 469, 341]]"
data/train/images/2010_003016.jpg,"[[9, 0.9662401, 48, 143, 261, 224], [9, 0.9784433, 155, 144, 242, 229], [14, 0.999286, 61, 39, 73, 137], [14, 0.98488176, 360, 210, 39, 134]]","[[9, 1, 50, 123, 253, 249], [9, 1, 165, 150, 217, 225], [14, 1, 63, 42, 70, 138], [14, 1, 358, 209, 53, 126]]"
data/train/images/2010_003017.jpg,"[[14, 0.9981926, 168, 135, 221, 245], [15, 0.9908436, 118, 152, 39, 96], [4, 0.99439734, 162, 105, 86, 196], [15, 0.9972098, 73, 173, 52, 76], [15, 0.93293893, 1, 208, 13, 28], [15, 0.9988341, 41, 204, 25, 32], [14, 0.97669715, 463, 194, 37, 148], [4, 0.99795884, 370, 192, 96, 187]]","[[4, 1, 156, 98, 98, 221], [4, 1, 371, 191, 109, 184], [14, 1, 1, 139, 234, 236], [14, 1, 170, 138, 220, 237], [14, 1, 458, 215, 42, 160], [8, 1, 327, 225, 47, 65], [15, 1, 123, 154, 26, 101], [15, 1, 71, 172, 52, 90], [15, 1, 42, 211, 24, 27], [15, 1, 1, 210, 14, 33]]"
data/train/images/2010_003025.jpg,"[[0, 0.9983927, 25, 70, 458, 125]]","[[0, 1, 24, 75, 472, 123]]"
data/train/images/2010_003055.jpg,"[[14, 0.9463104, 7, 23, 400, 483]]","[[11, 1, 60, 58, 333, 442], [14, 1, 1, 1, 392, 499]]"
data/train/images/2010_003117.jpg,"[[3, 0.99478185, 64, 12, 245, 242], [14, 0.8403019, 304, 188, 13, 10], [14, 0.9639399, 293, 192, 14, 17], [14, 0.99846864, 304, 190, 14, 22], [14, 0.68586487, 325, 195, 9, 11], [14, 0.97657377, 290, 192, 19, 38], [14, 0.98649126, 302, 192, 18, 35], [14, 0.53212863, 315, 202, 16, 20], [14, 0.82898456, 325, 203, 12, 17], [14, 0.99660265, 353, 186, 14, 53], [14, 0.9296873, 314, 206, 19, 29], [14, 0.9856783, 325, 205, 15, 29], [14, 0.9629348, 332, 206, 15, 28]]","[[14, 1, 350, 187, 19, 47], [14, 1, 295, 194, 13, 39], [14, 1, 305, 190, 13, 25], [14, 1, 307, 206, 19, 27], [14, 1, 324, 206, 23, 27], [3, 1, 53, 20, 269, 222], [14, 1, 291, 193, 11, 17]]"
data/train/images/2010_003119.jpg,"[[2, 0.9964559, 131, 138, 260, 47]]","[[2, 1, 132, 130, 252, 55]]"
data/train/images/2010_003132.jpg,"[[0, 0.99957716, -7, 52, 510, 247]]","[[0, 1, 2, 63, 498, 235]]"
data/train/images/2010_003139.jpg,"[[6, 0.9999074, 40, 65, 393, 196]]","[[6, 1, 42, 66, 384, 192]]"
data/train/images/2010_003168.jpg,"[[2, 0.9994108, 70, 51, 211, 123], [2, 0.9975408, 171, 190, 86, 60]]","[[2, 1, 74, 51, 210, 125], [2, 1, 171, 193, 87, 60]]"
data/train/images/2010_003174.jpg,"[[17, 0.83795017, -14, 35, 409, 435], [7, 0.99611443, 89, 101, 249, 355]]","[[7, 1, 71, 107, 284, 324], [17, 1, 2, 60, 373, 440]]"
data/train/images/2010_003179.jpg,"[[5, 0.99998856, 43, 40, 400, 287], [5, 0.8572715, 330, 88, 166, 193], [6, 0.5085271, 0, 168, 12, 12]]","[[5, 1, 49, 33, 366, 294], [5, 1, 410, 72, 90, 214]]"
data/train/images/2010_003257.jpg,"[[14, 0.98020005, 177, 18, 251, 280], [14, 0.9969556, 54, 31, 134, 140], [11, 0.9275512, 206, 151, 73, 160]]","[[11, 1, 205, 161, 82, 149], [14, 1, 180, 27, 258, 274], [14, 1, 36, 31, 158, 137]]"
